,data_extract_time,id_leg1,orig_port_code,dest_port_code,depart_date,depart_time,arrive_time,duration_total_min,stops,id_leg2,stops_loc,stops_time,prices_lowfare,prices_lowfareplus,prices_flex,prices_prem,prices_premflex
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/09/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,328.4,418.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/09/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,284.8,374.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/10/19,15:45,11:20 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/10/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/10/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,286.5,376.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/10/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,328.4,418.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,10/10/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,330.8,420.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/11/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,298.8,388.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/12/19,18:00,13:35 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/12/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,374.8,464.8,1106.3,864.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,10/12/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,568.6,658.6,1397.8,1208.6,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,10/12/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,339.8,429.8,1106.3,829.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/12/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,345.9,435.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/13/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,376,466,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/13/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,376,466,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/13/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,321.4,411.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/13/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,10/13/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,268.8,358.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,10/13/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,300.8,390.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,10/14/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,293.7,383.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,10/14/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,293.7,383.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/14/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,268.8,358.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,10/14/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,293.7,383.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/14/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/14/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,268.8,358.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/15/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/15/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/15/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,268.8,358.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/15/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,298.4,388.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/16/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,336,426,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/16/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,336,426,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/16/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,248.8,338.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,10/16/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,336,426,1015.1,976,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/16/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/16/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,248.8,338.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/17/19,15:45,11:20 +1,635,0,,,,219.9,309.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/17/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/17/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,286.5,376.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/17/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,328.4,418.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,10/17/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,300.8,390.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/18/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/19/19,18:00,13:35 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/19/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,374.8,464.8,1106.3,864.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,10/19/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,512,602,1397.8,1152,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,10/19/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,339.8,429.8,1106.3,829.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/19/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,315.9,405.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/20/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,426,516,1015.1,1576,1645.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/20/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,426,516,1015.1,1576,1645.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/20/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,301.4,391.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/20/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,10/20/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,248.8,338.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,10/20/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,300.8,390.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,10/21/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,353.7,443.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,10/21/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,353.7,443.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/21/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,248.8,338.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,10/21/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,353.7,443.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/21/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,278.4,368.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/21/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,248.8,338.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/22/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/22/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,248.8,338.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/22/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,248.8,338.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/22/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,278.4,368.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/23/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,276,366,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/23/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,276,366,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/23/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,248.8,338.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,10/23/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,276,366,1015.1,976,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/23/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/23/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,248.8,338.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/24/19,15:45,11:20 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/24/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,248.8,338.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/24/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,266.5,356.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/24/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,298.4,388.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,10/24/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,300.8,390.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/25/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,298.8,388.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/26/19,19:40,17:35 +1,835,1,D82856,London,1h 20m,443.1,533.1,1106.3,1143.1,1236.3
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/26/19,19:40,21:20 +1,1060,1,D82858,London,5h 5m,454.8,544.8,1106.3,1154.8,1236.3
2,19-05-23 13:05:48,DY7098,LAX,ARN,10/26/19,20:00,23:40 +1,1180,1,DY4314,Paris,6h 35m,315.9,405.9,1229.3,925.9,1429.3
3,19-05-23 13:05:48,DI7096,LAX,ARN,10/26/19,19:40,23:50 +1,1210,1,D82860,London,7h 35m,419.8,509.8,1106.3,1119.8,1236.3
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/27/19,19:10,20:20 +1,1030,1,D82858,London,4h 35m,391.4,481.4,1106.3,841.4,1236.3
1,19-05-23 13:05:48,DY7110,LAX,ARN,10/27/19,16:10,19:00 +1,1130,1,D85554,Barcelona,4h 15m,518.6,608.6,1397.8,1208.6,1597.8
2,19-05-23 13:05:48,DY7098,LAX,ARN,10/27/19,20:00,23:40 +1,1180,1,DY4314,Paris,6h 35m,304.3,394.3,1229.3,914.3,1429.3
3,19-05-23 13:05:48,DI7096,LAX,ARN,10/27/19,19:10,23:15 +1,1205,1,D82860,London,7h 30m,391.4,481.4,1106.3,841.4,1236.3
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/28/19,19:10,20:20 +1,1030,1,D82858,London,4h 35m,337.4,427.4,1106.3,841.4,1236.3
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/28/19,19:10,23:15 +1,1205,1,D82860,London,7h 30m,337.4,427.4,1106.3,841.4,1236.3
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/29/19,19:10,20:20 +1,1030,1,D82858,London,4h 35m,321.4,411.4,1106.3,841.4,1236.3
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/29/19,19:10,23:15 +1,1205,1,D82860,London,7h 30m,321.4,411.4,1106.3,841.4,1236.3
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/30/19,19:10,20:20 +1,1030,1,D82858,London,4h 35m,337.4,427.4,1106.3,841.4,1236.3
1,19-05-23 13:05:48,DY7098,LAX,ARN,10/30/19,20:00,23:40 +1,1180,1,DY4314,Paris,6h 35m,410,500,1229.3,920,1429.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/30/19,19:10,23:15 +1,1205,1,D82860,London,7h 30m,337.4,427.4,1106.3,841.4,1236.3
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/31/19,19:10,20:20 +1,1030,1,D82858,London,4h 35m,337.4,427.4,1106.3,841.4,1236.3
1,19-05-23 13:05:48,DY7098,LAX,ARN,10/31/19,20:00,23:40 +1,1180,1,DY4314,Paris,6h 35m,375.9,465.9,1229.3,925.9,1429.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/31/19,19:10,23:15 +1,1205,1,D82860,London,7h 30m,337.4,427.4,1106.3,841.4,1236.3
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/02/19,0.819444444,17:35 +1,835,1,D82856,London,1h 20m,539.5,629.5,1071.1,869.5,1191.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/02/19,0.819444444,21:20 +1,1060,1,D82858,London,5h 5m,539.5,629.5,1071.1,869.5,1191.1
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/02/19,0.833333333,23:40 +1,1180,1,DY4314,Paris,6h 35m,479,569,1109.3,829,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/02/19,0.819444444,23:50 +1,1210,1,D82860,London,7h 35m,539.5,629.5,1071.1,869.5,1191.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/03/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,409.6,499.6,1071.1,834.6,1191.1
1,19-05-23 14:05:02,DY7110,LAX,ARN,11/03/19,0.631944444,19:00 +1,1130,1,D85554,Barcelona,4h 15m,416.7,506.7,1247.8,956.7,1327.8
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/03/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,328.4,418.4,1109.3,788.4,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/03/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,409.6,499.6,1071.1,834.6,1191.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/04/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,263.8,353.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/04/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,263.8,353.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/05/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,248.8,338.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/05/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/06/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,248.8,338.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DY7098,LAX,ARN,11/06/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,328.4,418.4,1109.3,788.4,1239.3
2,19-05-23 14:05:02,DI7096,LAX,ARN,11/06/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/07/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,263.8,353.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DY7098,LAX,ARN,11/07/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,278.4,368.4,1109.3,788.4,1239.3
2,19-05-23 14:05:02,DI7096,LAX,ARN,11/07/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,281.5,371.5,873.1,706.5,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/09/19,0.777777778,17:35 +1,835,1,D82856,London,1h 20m,343.1,433.1,966.3,753.1,1086.3
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/09/19,0.777777778,21:20 +1,1060,1,D82858,London,5h 5m,354.8,444.8,966.3,764.8,1086.3
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/09/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,315.9,405.9,1109.3,805.9,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/09/19,0.777777778,23:50 +1,1210,1,D82860,London,7h 35m,331.4,421.4,966.3,741.4,1086.3
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/10/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,301.4,391.4,966.3,741.4,1086.3
1,19-05-23 14:05:02,DY7110,LAX,ARN,11/10/19,0.631944444,19:00 +1,1130,1,D85554,Barcelona,4h 15m,283.4,373.4,1247.8,843.4,1327.8
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/10/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,298.4,388.4,1109.3,788.4,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/10/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/11/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,248.8,338.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/11/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/12/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,228.8,318.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/12/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,228.8,318.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/13/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,248.8,338.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DY7098,LAX,ARN,11/13/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,278.4,368.4,1109.3,788.4,1239.3
2,19-05-23 14:05:02,DI7096,LAX,ARN,11/13/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/14/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,228.8,318.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DY7098,LAX,ARN,11/14/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,298.4,388.4,1109.3,788.4,1239.3
2,19-05-23 14:05:02,DI7096,LAX,ARN,11/14/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,246.5,336.5,873.1,706.5,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/16/19,0.777777778,17:35 +1,835,1,D82856,London,1h 20m,423.1,513.1,966.3,753.1,1086.3
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/16/19,0.777777778,21:20 +1,1060,1,D82858,London,5h 5m,434.8,524.8,966.3,764.8,1086.3
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/16/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,295.9,385.9,1109.3,805.9,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/16/19,0.777777778,23:50 +1,1210,1,D82860,London,7h 35m,399.8,489.8,966.3,729.8,1086.3
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/17/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,301.4,391.4,966.3,741.4,1086.3
1,19-05-23 14:05:02,DY7110,LAX,ARN,11/17/19,0.631944444,19:00 +1,1130,1,D85554,Barcelona,4h 15m,260.8,350.8,1247.8,820.8,1327.8
2,19-05-23 14:05:02,DY7098,LAX,ARN,11/17/19,0.791666667,23:40 +1,1180,1,DY4314,Paris,6h 35m,278.4,368.4,1109.3,788.4,1239.3
3,19-05-23 14:05:02,DI7096,LAX,ARN,11/17/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,248.8,338.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/18/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,228.8,318.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/18/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,228.8,318.8,873.1,688.8,993.1
0,19-05-23 14:05:02,DI7096,LAX,ARN,11/19/19,0.756944444,20:20 +1,1030,1,D82858,London,4h 35m,228.8,318.8,873.1,688.8,993.1
1,19-05-23 14:05:02,DI7096,LAX,ARN,11/19/19,0.756944444,23:15 +1,1205,1,D82860,London,7h 30m,228.8,318.8,873.1,688.8,993.1
